Country Name,Country ID,Gender,Ruler Name,Person ID,Ruler Dynasty,Secondary Dynasty,Rule Start Month,Rule Start Year,Rule End Month,Rule End Year,Regency 1?,Regent Name,Regent Person ID,Regency 2? ,ID,Start Regency1 Month,Start Regency 1 Year,End Regency1 Month,End Regency1 Year,Start Regency2 Month,Start Regency2 Year,End Regency 2 Month ,End Regency2 Year,Regency 3 name ,ID,Regency 3 Begin Year ,Regency 3 End Month,Regency 3 End ,Was assasinated?,Was Sickly?,Other Notes,IS_MEMBER_HRE,IS_MEMBER_GC,IS_MEMBER_NGC,Is_Member_Habsburg_Alliance_Block,Is_Member_Spanish_Alliance_Block,Capital_Name,Capital_Lat,Capital_Long,Religion,"Reference For Rule Date: 1 for rule begin and end directly from 'Rulers and Governments', 3 for 'Rulers and Governments' as primary source but some minor modification was made or comment was necessary, 4 for ""Monarchs, Rulers, Dynasties and Kingdoms of the World"" as primary source, 5 for other citation, 6 for primary source was non-Rulers and Governments, and some minor modification was made or comment was neccesary",Note on Ruler Coding,Rule Is Transferred to this Individual as a Result of War Outcome,Citation for Rule Is Transferred to this Individual as a Result of War Outcome,Is_Landlocked,Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,Belgium,County Palatine of the Rhine/Electoral Palatinate/The Palatinate,Crown of Castile,Duchy of Holstein,Duchy of Limburg,Duchy of Lucca,Duchy of Luxembourg,Duchy of Parma,Electorate of Saxony/Kingdom of Saxony/Saxony,Electorate/Duchy/Kingdom of Bavaria,Grand Duchy of Hesse (Hesse-Darmstadt),Electorate of Hesse (Hesse-Kassel),Electorate/Margraviate of Brandenburg/Brandenburg-Prussia/Kingdom of Prussia,France -- First French Empire,French First Republic,France -- Kingdom of France,France -- Second French Empire,French Second Republic,French Third Republic (1870-1940),German Confederation [HRE Successor],German Empire [HRE Successor],Grand Duchy of Baden,Grand Duchy of Lithuania,Grand Duchy of Tuscany,Holy Roman Empire,Independent Principality of Lichtenstein,Kingdom of Bohemia,Kingdom of Denmark,Kingdom of England/ England-Scotland/Great Britain/United Kingdom,Kingdom of Greece,Kingdom of Hanover/Duchy of Brunswick/Electorate of Brunswick Luneberg/Electorate of Hanover,Kingdom of Hungary/ Christian Hungary,Kingdom of Naples,Kingdom of Navarre,Kingdom of Norway,Kingdom of Poland/Polish-Lithuanian Commonwealth,Kingdom of Portugal and the Algarves,Kingdom of Romania/United Principalities/Kingdom of Romania/Moldavia,Kingdom of Sardinia/ Peidmont-Sardinia/ Kingdom of Italy,Kingdom of Scotland ,Kingdom of Sicily ,Kingdom of Sweden,Kingdom of the Two Sicilies,Kingdom of Württemberg,Mecklenburg-Schwerin,Mecklenburg-Strelitz,North German Confederation [HRE Successor],Oldenburg,Principality of Bulgaria/Kingdom of Bulgaria,Principality of Montenegro/Kingdom of Montenegro,Principality of Serbia/Kingdom of Serbia,Principality of Zeta,Republic of the Seven United Netherlands/Kingdom of the Netherlands/The Netherlands,Russia -- Grand Duchy of Moscow,Russia -- Tsardom of Russia/Russian Empire,Saxe-Weimar-Eisenach,Spain -- Crown of Aragon,Spain -- Habsburg Spain,Spain -- Kingdom of Spain,Religion Citation,Capital Location Citation
Grand Duchy of Tuscany,346,M,Leopoldo II,10205,Habsburg-Lorraine,,July,1848,April,1859,,,,,,,,,,,,,,,,,,,,,deposed,,,,,,Florence,"43,76956","11,255814",Roman Catholic,1,,,,1,Never,Never,DNE,DNE,Never,Never,DNE,Never,Never,Never,Never,Never,Never,Never,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,Never,DNE,Never,DNE,DNE,DNE,Never,Never,Never,Never,DNE,Never,DNE,Never,DNE,Never,Never,No,DNE,DNE,Never,Never,Never,DNE,DNE,DNE,DNE,Never,Never,Never,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Grand_Duchy_of_Tuscany,https://en.wikipedia.org/wiki/Grand_Duchy_of_Tuscany
Grand Duchy of Tuscany,346,M,Leopoldo II,10205,Habsburg-Lorraine,,April,1859,July,1859,,,,,,,,,,,,,,,,,,,,,deposed,,,,,,Florence,"43,76956","11,255814",Roman Catholic,1,,,,1,Never,Never,DNE,DNE,Never,Never,DNE,Never,DNE,Never,Never,Never,Never,Never,DNE,DNE,DNE,Never,Yes,DNE,Never,DNE,Never,DNE,Never,DNE,DNE,DNE,Never,Never,Never,Never,DNE,Never,DNE,Never,DNE,Never,Never,Yes,DNE,DNE,Never,Never,Never,DNE,DNE,DNE,DNE,Never,Never,Never,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Grand_Duchy_of_Tuscany,https://en.wikipedia.org/wiki/Grand_Duchy_of_Tuscany
Grand Duchy of Tuscany,346,M,Ferdiando IV,10206,Habsburg-Lorraine,,July,1859,September,1859,,,,,,,,,,,,,,,,,,,,,exiled and died ,,,,,,Florence,"43,76956","11,255814",Roman Catholic,1,,,,1,Never,Never,DNE,DNE,Never,Never,DNE,Never,DNE,Never,Never,Never,Never,Never,DNE,DNE,DNE,Never,Yes,DNE,Never,DNE,Never,DNE,Never,DNE,DNE,DNE,Never,Never,Never,Never,DNE,Never,DNE,Never,DNE,Never,Never,Yes,DNE,DNE,Never,Never,Never,DNE,DNE,DNE,DNE,Never,Never,Never,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Grand_Duchy_of_Tuscany,https://en.wikipedia.org/wiki/Grand_Duchy_of_Tuscany
Grand Duchy of Tuscany,346,M,Ferdiando IV,10206,Habsburg-Lorraine,,September,1859,March,1860,,,,,,,,,,,,,,,,,,,,,exiled and died ,,,,,,Florence,"43,76956","11,255814",Roman Catholic,1,,,,1,Never,Never,DNE,DNE,Never,Never,DNE,Never,DNE,Never,Never,Never,Never,Never,DNE,DNE,DNE,Never,No,DNE,Never,DNE,Never,DNE,Never,DNE,DNE,DNE,Never,Never,Never,Never,DNE,Never,DNE,Never,DNE,Never,Never,Yes,DNE,DNE,Never,Never,Never,DNE,DNE,DNE,DNE,Never,Never,Never,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Grand_Duchy_of_Tuscany,https://en.wikipedia.org/wiki/Grand_Duchy_of_Tuscany
Kingdom of the Two Sicilies,347,M,Ferdinand I,7277,Bourbon-Two Sicillies,,,1816,February,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,Naples,"40,851775","14,268124",Roman Catholic,3,1 yr disagreement over when state is formed,,,0,No,DNE,DNE,DNE,Never,DNE,Never,Never,Never,Never,Never,Never,Never,Never,DNE,DNE,Never,DNE,DNE,DNE,Never,DNE,Never,DNE,Never,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,DNE,Never,Never,No,DNE,DNE,Never,Never,Never,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Kingdom_of_the_Two_Sicilies,https://en.wikipedia.org/wiki/Kingdom_of_the_Two_Sicilies
Kingdom of the Two Sicilies,347,M,Ferdinand I,7277,Bourbon-Two Sicillies,,February,1821,June,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,Naples,"40,851775","14,268124",Roman Catholic,3,1 yr disagreement over when state is formed,,,0,No,DNE,DNE,DNE,Never,DNE,Never,Never,Never,Never,Never,Never,Never,Never,DNE,DNE,Never,DNE,DNE,DNE,Never,DNE,Never,DNE,Never,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,DNE,Never,Never,No,DNE,DNE,Never,Never,Never,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Kingdom_of_the_Two_Sicilies,https://en.wikipedia.org/wiki/Kingdom_of_the_Two_Sicilies
Kingdom of the Two Sicilies,347,M,Ferdinand I,7277,Bourbon-Two Sicillies,,June,1821,,1825,,,,,,,,,,,,,,,,,,,,,,,,,,,Naples,"40,851775","14,268124",Roman Catholic,3,1 yr disagreement over when state is formed,,,0,No,DNE,DNE,DNE,Never,DNE,Never,Never,Never,Never,Never,Never,Never,Never,DNE,DNE,Never,DNE,DNE,DNE,Never,DNE,Never,DNE,Never,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,DNE,Never,Never,No,DNE,DNE,Never,Never,Never,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Kingdom_of_the_Two_Sicilies,https://en.wikipedia.org/wiki/Kingdom_of_the_Two_Sicilies
Kingdom of the Two Sicilies,347,M,Francis I,10267,Bourbon-Two Sicillies,,,1825,,1830,,,,,,,,,,,,,,,,,,,,,,,,,,,Naples,"40,851775","14,268124",Roman Catholic,1,,,,0,No,DNE,DNE,DNE,Never,DNE,Never,Never,Never,Never,Never,Never,Never,Never,DNE,DNE,Never,DNE,DNE,DNE,Never,DNE,Never,DNE,Never,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,DNE,Never,Never,No,DNE,DNE,Never,Never,Never,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Kingdom_of_the_Two_Sicilies,https://en.wikipedia.org/wiki/Kingdom_of_the_Two_Sicilies
Kingdom of the Two Sicilies,347,M,Ferdinand II,10268,Bourbon-Two Sicillies,,,1830,,1859,,,,,,,,,,,,,,,,,,,"yes, bur failed",,infected by the assasin's knife,,,,,,Naples,"40,851775","14,268124",Roman Catholic,1,,,,0,No,Never,DNE,DNE,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,DNE,DNE,Never,Never,Never,DNE,Never,DNE,Never,DNE,Never,DNE,DNE,DNE,Never,Never,Never,Never,DNE,DNE,DNE,Never,DNE,Never,Never,No,DNE,DNE,Never,Never,Never,DNE,DNE,DNE,DNE,Never,Never,Never,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Kingdom_of_the_Two_Sicilies,https://en.wikipedia.org/wiki/Kingdom_of_the_Two_Sicilies
Kingdom of the Two Sicilies,347,M,Francis II,10269,Bourbon-Two Sicillies,,,1859,April,1860,,,,,,,,,,,,,,,,,,,,,deposed,,,,,,Naples,"40,851775","14,268124",Roman Catholic,1,,,,0,No,Never,DNE,DNE,Never,Never,DNE,Never,DNE,Never,Never,Never,Never,Never,DNE,DNE,DNE,Never,DNE,DNE,Never,DNE,Never,DNE,Never,DNE,DNE,DNE,Never,Never,Never,Never,DNE,DNE,DNE,Never,DNE,Never,Never,No,DNE,DNE,Never,Never,Never,DNE,DNE,DNE,DNE,Never,Never,Never,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Kingdom_of_the_Two_Sicilies,https://en.wikipedia.org/wiki/Kingdom_of_the_Two_Sicilies
Kingdom of the Two Sicilies,347,M,Francis II,10269,Bourbon-Two Sicillies,,April,1860,,1861,,,,,,,,,,,,,,,,,,,,,deposed,,,,,,Naples,"40,851775","14,268124",Roman Catholic,1,,,,0,No,Never,DNE,DNE,Never,Never,DNE,Never,DNE,Never,Never,Never,Never,Never,DNE,DNE,DNE,Never,DNE,DNE,Never,DNE,Never,DNE,Never,DNE,DNE,DNE,Never,Never,Never,Never,DNE,DNE,DNE,Never,DNE,Never,Never,Yes,DNE,DNE,Never,Never,Never,DNE,DNE,DNE,DNE,Never,Never,Never,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Kingdom_of_the_Two_Sicilies,https://en.wikipedia.org/wiki/Kingdom_of_the_Two_Sicilies
Republic of Venice,349,,Republic,,,,,697,,1797,,,,,,,,,,,,,,,,,,,,,,,,,,,Venice,"45,440847","12,315515",Roman Catholic,,,,,0,,,,,,,,,,,DNE,DNE,DNE,DNE,,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,,,,,,,,,,,,,,,,,,,,,,,,Never,,,,DNE,,,,,
Republic of Florence,362,,Republic,,,,,1495,,1531,,,,,,,,,,,,,,,,,,,,,,,,,,,Florence,"43,76956","11,255814",Roman Catholic,,,,,0,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,DNE,Never,DNE,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,DNE,Never,Never,Never,Never,Never,Never,Never,Never,DNE,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,Never,DNE,DNE,Never,DNE,DNE,,
French Client State,363,,Client,,,,,1800,,1814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Never,Yes,Never,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,DNE,DNE,Never,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,Never,Never,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Yes,,
Spain -- Crown of Aragon,375,M,Ferdinand II,840,Trastámara,,January,1479,February,1512,,,,,,,,,,,,,,,,,,,,,,,,,,,Zaragoza,"41,648823","-0,889085",Roman Catholic,6,"Using ""monarchs, rulers, dynasties and kingdoms of the world"" here chose husband over joanna the mad",,,0,No,DNE,Never,Yes,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,DNE,Never,DNE,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,DNE,Never,Never,Yes,Never,Never,Never,Never,Never,Never,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,Never,DNE,DNE,Never,DNE,DNE,https://en.wikipedia.org/wiki/Kingdom_of_Aragon,https://en.wikipedia.org/wiki/Kingdom_of_Aragon
Spain -- Crown of Aragon,375,M,Ferdinand II,840,Trastámara,,February,1512,January,1516,,,,,,,,,,,,,,,,,,,,,,,,,,,Zaragoza,"41,648823","-0,889085",Roman Catholic,6,"Using ""monarchs, rulers, dynasties and kingdoms of the world"" here chose husband over joanna the mad",,,0,No,DNE,Never,Yes,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,DNE,Never,DNE,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,DNE,Never,Never,Yes,Never,Never,Never,Never,Never,Never,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,Never,DNE,DNE,Never,DNE,DNE,https://en.wikipedia.org/wiki/Kingdom_of_Aragon,https://en.wikipedia.org/wiki/Kingdom_of_Aragon
Spain -- Crown of Aragon,375,M,Charles I,871,Habsburg,,January,1516,January,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,Zaragoza,"41,648823","-0,889085",Roman Catholic,6,,,,0,No,DNE,Never,Yes,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,DNE,Never,DNE,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,DNE,Never,Never,DNE,Never,Never,Never,Never,Never,Never,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,Never,DNE,DNE,Never,DNE,DNE,https://en.wikipedia.org/wiki/Kingdom_of_Aragon,https://en.wikipedia.org/wiki/Kingdom_of_Aragon
Spain -- Habsburg Spain,375,M,Philip II,870,Habsburg,,January,1556,April,1572,,,,,,,,,,,,,,,,,,,,,,,,,,,madrid,"40,416775","-3,70379",Roman Catholic,1,,,,0,No,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,DNE,No,DNE,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,Never,Never,Never,DNE,DNE,Never,Never,DNE,Never,Never,Yes,Never,Never,Never,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,No,DNE,Never,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Kingdom_of_Aragon,https://en.wikipedia.org/wiki/Kingdom_of_Aragon
Spain -- Habsburg Spain,375,M,Philip II,870,Habsburg,,April,1572,July,1580,,,,,,,,,,,,,,,,,,,,,,,,,,,madrid,"40,416775","-3,70379",Roman Catholic,1,,,,0,No,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,DNE,No,DNE,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,Never,Never,Never,DNE,DNE,Never,Never,DNE,Never,Never,Yes,Never,Never,Never,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Yes,DNE,Never,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Kingdom_of_Aragon,https://en.wikipedia.org/wiki/Kingdom_of_Aragon
Spain -- Habsburg Spain,375,M,Philip II,870,Habsburg,,July,1580,September,1598,,,,,,,,,,,,,,,,,,,,,,,,,,,madrid,"40,416775","-3,70379",Roman Catholic,1,,,,0,No,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,DNE,No,DNE,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,DNE,Never,Never,DNE,Never,Never,No,Never,Never,Never,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Kingdom_of_Aragon,https://en.wikipedia.org/wiki/Kingdom_of_Aragon
Spain -- Habsburg Spain,375,M,Philip III,2132,Habsburg,,September,1598,March,1601,,,,,,,,,,,,,,,,,,,,,,,,,,,madrid,"40,416775","-3,70379",Roman Catholic,1,,,,0,No,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,DNE,No,DNE,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,DNE,Never,Never,DNE,Never,Never,No,Never,Never,Never,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Kingdom_of_Aragon,https://en.wikipedia.org/wiki/Kingdom_of_Aragon
Spain -- Habsburg Spain,375,M,Philip III,2132,Habsburg,,September,1601,,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,Valladolid,"41,652251","-4,724532",Roman Catholic,1,,,,0,No,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,DNE,No,DNE,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,DNE,Never,Never,DNE,Never,Never,No,Never,Never,Never,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Kingdom_of_Aragon,https://en.wikipedia.org/wiki/Kingdom_of_Aragon
Spain -- Habsburg Spain,375,M,Philip III,2132,Habsburg,,,1606,March,1621,,,,,,,,,,,,,,,,,,,,,,,,,,,madrid,"40,416775","-3,70379",Roman Catholic,1,,,,0,No,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,DNE,No,DNE,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,DNE,Never,Never,DNE,Never,Never,No,Never,Never,Never,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Kingdom_of_Aragon,https://en.wikipedia.org/wiki/Kingdom_of_Aragon
Spain -- Habsburg Spain,375,M,Philip IV,2131,Habsburg,,March,1621,March,1640,,,,,,,,,,,,,,,,,,,,,,,,,,,madrid,"40,416775","-3,70379",Roman Catholic,1,,,,0,No,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,DNE,No,DNE,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,DNE,Never,Never,DNE,Never,Never,No,Never,Never,Never,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Kingdom_of_Aragon,https://en.wikipedia.org/wiki/Kingdom_of_Aragon
Spain -- Habsburg Spain,375,M,Philip IV,2131,Habsburg,,March,1640,September,1648,,,,,,,,,,,,,,,,,,,,,,,,,,,madrid,"40,416775","-3,70379",Roman Catholic,1,,,,0,No,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,DNE,No,DNE,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,DNE,Never,Never,DNE,Never,Never,Yes,Never,Never,DNE,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Kingdom_of_Aragon,https://en.wikipedia.org/wiki/Kingdom_of_Aragon
Spain -- Habsburg Spain,375,M,Philip IV,2131,Habsburg,,September,1648,September,1665,,,,,,,,,,,,,,,,,,,,,,,,,,,madrid,"40,416775","-3,70379",Roman Catholic,1,,,,0,No,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,DNE,Yes,DNE,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,DNE,Never,Never,DNE,Never,Never,Yes,Never,Never,DNE,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Kingdom_of_Aragon,https://en.wikipedia.org/wiki/Kingdom_of_Aragon
Spain -- Habsburg Spain,375,M,Charles II,2130,Habsburg,,September,1665,April,1672,,,,,,,,,,,,,,,,,,,,"yes, mentally and physically",,,,,,,madrid,"40,416775","-3,70379",Roman Catholic,3,Ends with war of spanish succession,,,0,No,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,DNE,Yes,DNE,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,Never,Never,Never,DNE,Never,Never,Yes,Never,Never,DNE,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Kingdom_of_Aragon,https://en.wikipedia.org/wiki/Kingdom_of_Aragon
Spain -- Habsburg Spain,375,M,Charles II,2130,Habsburg,,April,1672,June,1679,,,,,,,,,,,,,,,,,,,,"yes, mentally and physically",,,,,,,madrid,"40,416775","-3,70379",Roman Catholic,3,Ends with war of spanish succession,,,0,No,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,DNE,No,DNE,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,Never,Never,Never,DNE,Never,Never,Yes,Never,Never,DNE,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Kingdom_of_Aragon,https://en.wikipedia.org/wiki/Kingdom_of_Aragon
Spain -- Habsburg Spain,375,M,Charles II,2130,Habsburg,,June,1679,September,1688,,,,,,,,,,,,,,,,,,,,"yes, mentally and physically",,,,,,,madrid,"40,416775","-3,70379",Roman Catholic,3,Ends with war of spanish succession,,,0,No,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,DNE,Yes,DNE,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,Never,Never,Never,DNE,Never,Never,Yes,Never,Never,DNE,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Kingdom_of_Aragon,https://en.wikipedia.org/wiki/Kingdom_of_Aragon
Spain -- Habsburg Spain,375,M,Charles II,2130,Habsburg,,September,1688,November,1699,,,,,,,,,,,,,,,,,,,,"yes, mentally and physically",,,,,,,madrid,"40,416775","-3,70379",Roman Catholic,3,Ends with war of spanish succession,,,0,No,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,DNE,No,DNE,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,Never,Never,Never,DNE,Never,Never,Yes,Never,Never,DNE,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Kingdom_of_Aragon,https://en.wikipedia.org/wiki/Kingdom_of_Aragon
Spain -- Kingdom of Spain,375,M,Philip V,2424,Bourbon,,November,1700,April,1705,,,,,,,,,,,,,,,,,,,,,abdicated,,,,,,Madrid,"40,416775","-3,70379",Roman Catholic,1,,,,0,No,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,DNE,Never,DNE,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,No,DNE,Never,Never,Never,DNE,Never,Never,Yes,Never,Never,DNE,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Kingdom_of_Aragon,https://en.wikipedia.org/wiki/Kingdom_of_Aragon
Spain -- Kingdom of Spain,375,M,Philip V,2424,Bourbon,,April,1705,July,1712,,,,,,,,,,,,,,,,,,,,,abdicated,,,,,,Madrid,"40,416775","-3,70379",Roman Catholic,1,,,,0,No,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,DNE,Never,DNE,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,Never,Yes,DNE,Never,DNE,Never,DNE,Never,DNE,Yes,Never,Never,DNE,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Kingdom_of_Aragon,https://en.wikipedia.org/wiki/Kingdom_of_Aragon
