War Num (Hard),War Names (Wright War Name Listed First If Available),State 1 Name,State 1 ID,State 2 Name,State 2 ID,Year,Month of Beginning,Month of Ending,Wright's aggressor,Wright's aggressor 2,Wright's aggressor 3,Wright's aggressor 4,Wright's aggressor 5,Wright's aggressor 6,Wright's type [(B)alance of Power; <C>ivil; (D)efensive; (I)mperial ],Wright's # of battles,HRE_Fractured,GC_Fractured,NGC_Fractured,Spanish_Alliance_Fractured,Austrian_Alliance_Fractured ,"Dyad is Wright Unmodified [1 means it does not, 1-D means it does not (but other potential Wright dyads were deleted); 1-M means that one of the participatns was listed by Wright as being in the war, but a minor state not covered by Wright was added; and M means the war or war phase was missed by Wright; 1-S means the dyad is in Wright, but sides in the conflict differ from his text due to a country changing sides or a clear error. Compound wars are too complex to code solely using Wright. ]",Wright Modification,Citation,Note
118,Thirty Years War,Habsburg Spain,375,Tsardom of Russia,83,1633,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,Habsburg Spain,375,Sweden,385,1633,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,Polish-Lithuanian Commonwealth,70,Electorate of Saxony ,56,1633,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,Polish-Lithuanian Commonwealth,70,Electorate of Brandenburg,172,1633,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,Polish-Lithuanian Commonwealth,70,Tsardom of Russia,83,1633,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,Polish-Lithuanian Commonwealth,70,Sweden,385,1633,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,HRE,379,Electorate of Saxony ,56,1634,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,HRE,379,Electorate of Brandenburg,172,1634,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,HRE,379,Sweden,385,1634,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,Habsburg Monarchy,216,Electorate of Saxony ,56,1634,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,Habsburg Monarchy,216,Electorate of Brandenburg,172,1634,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,Habsburg Monarchy,216,Sweden,385,1634,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,Bavaria,20,Electorate of Saxony ,56,1634,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,Bavaria,20,Electorate of Brandenburg,172,1634,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,Bavaria,20,Sweden,385,1634,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,Habsburg Spain,375,Electorate of Saxony ,56,1634,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,Habsburg Spain,375,Electorate of Brandenburg,172,1634,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,Habsburg Spain,375,Sweden,385,1634,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,HRE,379,Sweden,385,1635,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,HRE,379,France,304,1635,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,Habsburg Monarchy,216,Sweden,385,1635,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,Habsburg Monarchy,216,France,304,1635,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,Bavaria,20,Sweden,385,1635,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,Bavaria,20,France,304,1635,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,Electorate of Saxony ,56,Sweden,385,1635,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,Electorate of Saxony ,56,France,304,1635,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,Electorate of Brandenburg,172,Sweden,385,1635,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,Electorate of Brandenburg,172,France,304,1635,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,Habsburg Spain,375,Sweden,385,1635,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,Habsburg Spain,375,France,304,1635,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,Habsburg Spain,375,France,304,1635,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,HRE,379,Sweden,385,1636,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
118,Thirty Years War,HRE,379,France,304,1636,,,,,,,,,B,86,1,,,,,Compound War,, P. 154 Table 5 of 'The Thirty Years War' by Parker; Brecke entry 1296; War P. 1136,"We follow the years of 'direct conflict' in P. 154 Table 5 of The Thirty Years War by Parker --> This is seemingly closer than 'support' to what Wright had in mind;We assume all directly involved are fighting all those aligned on the other side who are directly involved at a point in time; The main exception is the Palatinate: we have it ruled by Bavaria starting in 1623, so we have it fighting with Bavaria post that time (there was an uprising for part of the period); This is long-term foreing installation, so we have the country as un-ruled throughout; We also add Scotland on Englands side for as long as we have Scotland as an independent polity. We also have an extra year of France-Spain war in 1635 as france declared war against spain a year before doing so against HRE (ibid P. xxxvii); We also add a war between England and Spain 1625-1630 (ibid P xxviii). Also added Norway to Denmark's wars due to PU"
