budget,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,tagline,title,vote_average,year
0,435821,tt6731636,ko,재심,"A taxi driver is found dead, and Hyun-woo, the only witness, charged with a murder and serves 10 years in prison. While offering pro bono services, a lawyer Junyoung meets Hyun-woo, and they begin their journey to prove his innocence.",1.956476,/jpOCFWIEu9vsC343JuCQ8TYIbIw.jpg,2017-02-15,0.0,119.0,10 years behind bars - the only chance to find the truth,New Trial,6.9,2017
0,431391,tt4036488,en,Saving Banksy,"Internationally known graffiti artist, Banksy, left his mark on San Francisco in April 2010. Little did he know that this act of vandalism would spark a chain of events that includes one of his rats being removed from a wall, Museums ignorantly turning down a free Banksy street work, and a NY gallerist who has made it his business model to remove Banksy street works from all over the globe doing whatever it takes to get the rat in his possession.",0.34468,/6jLnufHLel6y98HJ3e2W8q30CNi.jpg,2017-01-27,0.0,80.0,It's not art unless you can sell it for lots of money,Saving Banksy,6.1,2017
0,339987,tt4721124,en,The Exception,"A German soldier tries to determine if the Dutch resistance has planted a spy to infiltrate the home of Kaiser Wilhelm in Holland during the onset of World War II, but falls for a young Jewish Dutch woman during his investigation.",6.472434,/nNCS7JdLFzLKaqtce4lzjtGfdp4.jpg,2017-06-02,0.0,107.0,One duty. One desire. One decision.,The Exception,6.5,2017
0,336890,tt2417712,en,Goon: Last of the Enforcers,"During a pro lockout, Doug ""The Thug"" Glatt is injured and must choose whether to defend his team against a dangerous new enemy, or be there for his wife as she prepares to give birth to his daughter.",6.365691,/emio9KDrLXqqX4wXa4YTacBQXG.jpg,2017-03-17,0.0,101.0,Glatt's Back!,Goon: Last of the Enforcers,6.0,2017
100000000,374720,tt5013056,en,Dunkirk,"The miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbor of Dunkirk, France, between May 26th and June 4th 1940, during the Battle of France in World War II.",30.938854,/bOXBV303Fgkzn2K4FeKDc0O31q4.jpg,2017-07-19,519876949.0,107.0,The event that shaped our world,Dunkirk,7.5,2017
0,411717,tt6201292,ta,பைரவா,A loan recovery agent takes on a corrupt head of an educational institution to save his girlfriend.​,1.459459,/hBtRwo9BIdRARsNZPtAHvlse0mg.jpg,2017-01-12,17000000.0,168.0,,Bairavaa,6.5,2017
0,458298,tt6792200,en,The Keepers,A seven-part docuseries about the unsolved murder of a nun and the horrific secrets and pain that linger nearly five decades after her death.,1.57617,/ltmLBAM6Yj7aBf4hhtdr3CCl2eM.jpg,2017-05-19,0.0,432.0,Who killed Sister Cathy?,The Keepers,7.9,2017
0,434758,tt4762758,en,The Summoning,"When a law student uncovers chilling secrets and places her life at risk, a bitter, rough-around-the-edges detective gets assigned to her case.",0.679884,/jqwuxtCtM0w3pKMmhrGtFUiM5bc.jpg,2017-01-10,0.0,87.0,"Bodies can be buried, but spirits never die.",The Summoning,3.2,2017
0,345915,tt4694544,en,Once Upon a Time in Venice,"Steve Ford is a private detective in Venice Beach, Calif., who's good with the ladies, bad with the punches and wild about his dog Buddy. When local thugs steal Buddy, Ford turns to Spyder, their devious leader, and forges an unlikely alliance. With help from his best friend, Steve pulls out the big guns to retrieve Spyder's stolen cash and cocaine and save Buddy.",18.699821,/5rr7tQfzS0ARqEea3W9SNSFGRzb.jpg,2017-06-08,0.0,94.0,Never mess with a man's dog,Once Upon a Time in Venice,5.2,2017
0,439502,tt5816564,en,Resurrecting Hassan,"Traces the lives of the Hartings, a blind Montreal family of three who make their living singing in the city's subway stations. The Hartings lost their only sighted child Hassan in a tragic drowning accident, and have since turned to the teachings of Russian mystic Grigori Grabovoi, hoping to resurrect their son. Resurrecting Hassan is an exploration of this family's legacy of grief, tragedy and abuse; the film will follow them on their path to redemption.",1.319057,/6Slio4SyYi6aOyd6k5IwkoVHAFp.jpg,2017-09-22,0.0,100.0,,Resurrecting Hassan,0.0,2017
0,461805,tt6840134,en,The Putin Interviews,"Academy Award-winning filmmaker, Oliver Stone interviews Russia's  President Vladimir Putin about divisive issues related to US/Russia relations.",0.642527,/irsz1qwGw5LGqZzioA6965hWIJj.jpg,2017-06-12,0.0,240.0,Know Your Enemy,The Putin Interviews,8.1,2017
1000000,432602,tt6322922,en,An Inconvenient Sequel: Truth to Power,"A decade after An Inconvenient Truth brought climate change into the heart of popular culture comes the riveting and rousing follow-up that shows just how close we are to a real energy revolution. Vice President Al Gore continues his tireless fight, traveling around the world training an army of climate champions and influencing international climate policy. Cameras follow him behind the scenes—in moments private and public, funny and poignant—as he pursues the empowering notion that while the stakes have never been higher, the perils of climate change can be overcome with human ingenuity and passion.",2.53117,/2WauUg4DcUxng5nwhisu7UFZq4Z.jpg,2017-07-28,0.0,100.0,Fight like your world depends on it,An Inconvenient Sequel: Truth to Power,5.9,2017
0,461955,tt6990734,en,Rakka,"""Rakka"" is the story of broken humanity following the invasion of a technologically superior alien species. Bleak harrowing and unrelenting, the humans we meet must find enough courage to go on fighting.",2.569474,/4wVeP9BHsQul7CRgdrfiUt1Rds1.jpg,2017-06-14,0.0,22.0,,Rakka,7.4,2017
0,436932,tt3582020,en,Jawbone,"A former youth boxing champion, Jimmy McCabe is a man in search of hope but looking in all the wrong places. When he hits rock bottom he turns to his childhood boxing club and the only family he has left: gym owner Bill corner man Eddie and promoter Joe. Back in training, years after anyone thought he was a contender, he risks his life, as he tries to stand tall and regain his place in the world.",3.068554,/kvL3CZRILLJ9STxRadGXI0MOeac.jpg,2017-05-12,0.0,91.0,,Jawbone,6.6,2017
0,455963,tt6794380,en,A Gray State,"In 2010 David Crowley, an Iraq veteran, aspiring filmmaker and charismatic up-and-coming voice in fringe politics, began production on his film Gray State. Set in a dystopian near-future where civil liberties are trampled by an unrestrained federal government, the film’s crowd funded trailer was enthusiastically received by the burgeoning online community of libertarians, Tea Party activists and members of the nascent alt-right. In January of 2015, Crowley was found dead with his family in their suburban Minnesota home. Their shocking deaths quickly become a cause célèbre for conspiracy theorists who speculate that Crowley was assassinated by a shadowy government concerned about a film and filmmaker that was getting too close to the truth about their aims.",0.392855,/9BHpXxpWCr1XSpJg6D4jqgsFtmy.jpg,2017-08-07,0.0,93.0,,A Gray State,0.0,2017
8520000,434119,tt5606538,ko,공조,"When a crime organization from North Korea crosses borders and enters South Korean soil, a South Korean detective must cooperate with a North Korean detective to investigate their whereabouts.",1.75859,/l2fbQ80aVnAl9MUVw3NZpho6Ymv.jpg,2017-01-18,56100000.0,125.0,,Confidential Assignment,6.2,2017
0,443700,tt4556370,en,Altitude,A female FBI agent is offered millions to help a thief escape from a hijacked airplane.,11.032058,/nCW4MHBuDfiVCLRkmNPn9UTYQKL.jpg,2017-04-14,0.0,86.0,,Altitude,4.1,2017
0,428612,tt5873150,en,Strong Island,"Examining the violent death of the filmmaker’s brother and the judicial system that allowed his killer to go free, this documentary interrogates murderous fear and racialized perception, and re-imagines the wreckage in catastrophe’s wake, challenging us to change.",1.062246,/oAuzbhvSG6QRi7834mcdSARgcwH.jpg,2017-01-23,0.0,107.0,,Strong Island,4.3,2017
0,459802,tt6932742,en,Cream,"This is the story of Dr. Bellifer, a scientific genius, who after years of smashing particles together, reveals his revolutionary new product: a cream with the power to fix all of the world’s problems.",0.589312,/bkv64wWGocqsCCHIN87gOL24OM2.jpg,2017-05-30,0.0,12.0,The time has come for CREAM - the latest product that will fix your life.,Cream,7.0,2017
0,437311,tt3469798,es,Órbita 9,A girl discovers that the reality of her life isn't as she believes.,9.677001,/77XZdVMnUAlQtYWiDetX1k37L9K.jpg,2017-04-07,0.0,95.0,Love will set you free,Orbiter 9,5.5,2017
0,411012,tt4287434,en,Chasing Trane,"The film explores the global power and impact of the music of John Coltrane and reveals the passions, experiences and forces that shaped his life and revolutionary sounds.",0.519968,/2yoyCL2GlxoNPdQ15MEZJQbUzIW.jpg,2017-04-14,393970.0,99.0,The John Coltrane Documentary,Chasing Trane,8.0,2017
0,461615,tt4717402,fr,Mutafukaz,"Angelino is just one of thousands of deadbeats living in Dark Meat City. But an otherwise unremarkable scooter accident caused by a beautiful, mysterious stranger is about to transform his life... into a waking nightmare! He starts seeing monstrous forms prowling around all over the city... Is Angelino losing his mind, or could an alien invasion really be happening this quietly...?",0.249393,/khHuREGaaYn5WBvzZwqdyqt7Tp.jpg,2017-06-13,0.0,90.0,,Mutafukaz,7.5,2017
0,411007,tt5952382,en,Abacus: Small Enough to Jail,"The incredible saga of the Chinese immigrant Sung family, owners of Abacus Federal Savings of Chinatown, New York. Accused of mortgage fraud by Manhattan District Attorney Cyrus R. Vance, Jr., Abacus becomes the only U.S. bank to face criminal charges in the wake of the 2008 financial crisis. The indictment and subsequent trial forces the Sung family to defend themselves – and their bank’s legacy in the Chinatown community – over the course of a five-year legal battle.",0.75928,/xmVYqs98j0xodmGI8db71zcTRp9.jpg,2017-05-19,0.0,88.0,,Abacus: Small Enough to Jail,8.5,2017
260000000,335988,tt3371366,en,Transformers: The Last Knight,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",39.186819,/s5HQf2Gb3lIO2cRcFwNL9sn1o1o.jpg,2017-06-21,604942143.0,149.0,"For one world to live, the other must die.",Transformers: The Last Knight,6.2,2017
10000000,399790,tt2674454,en,Churchill,A ticking-clock thriller following Winston Churchill in the 24 hours before D-Day.,7.15731,/wqk3HJmMK0uLODn1jWvB9u0LWgg.jpg,2017-05-25,0.0,110.0,The untold story of D-Day.,Churchill,6.4,2017
0,432607,tt6333058,en,Dina,"Dina, an outspoken and eccentric 49-year-old in suburban Philadelphia, invites her fiancé Scott, a Walmart door greeter, to move in with her. Having grown up neurologically diverse in a world blind to the value of their experience, the two are head-over-heels for one another, but shacking up poses a new challenge. Scott freezes when it comes to physical intimacy, and Dina, a Kardashians fanatic, wants nothing more than to share with Scott all she’s learned about sensual desire from books, TV shows, and her previous marriage. Her increasingly creative forays to draw Scott close keep hitting roadblocks—exposing anxieties, insecurities, and communication snafus while they strive to reconcile their conflicting approaches to romance and intimacy.",2.936666,/g1aaNxraRncJbLrNCp36aoQ62Oz.jpg,2017-10-20,0.0,101.0,,Dina,0.0,2017
0,441881,tt5882970,hi,Tubelight,"Laxman Singh Bisht (Salman) is nicknamed tube light by his neighbours because he is feeble-minded. Despite being special, Laxman lives by one life-lesson; keep your faith alive and you can do almost anything, even stop a war.",3.471681,/hy7Ka19Vx2TwXA6OWZSe4XuMDlK.jpg,2017-06-23,0.0,136.0,,Tubelight,6.4,2017
0,448847,tt5351458,en,The Hatton Garden Job,"In April 2015, the Hatton Garden Safe Deposit Company, an underground safe deposit facility in London's Hatton Garden area, was burgled by 4 elderly men. With the stolen property having a value of up to £200 million, the incident has been called the ""largest burglary in English history"".",3.208922,/lVBhU6NNMhVPFepF9mwsVbeJG9Y.jpg,2017-04-14,0.0,0.0,,The Hatton Garden Job,6.1,2017
0,441728,tt5153236,en,Hampstead,"Emily Walters is an American widow living a peaceful, uneventful existence in the idyllic Hampstead Village of London, when she meets a local recluse, Donald Horner. For 17 years, Donald has lived—wildly yet peacefully—in a ramshackle hut near the edge of the forest. When Emily learns his home is the target of developers who will stop at nothing to remove him, saving Donald and his property becomes her personal mission. Despite his gruff exterior and polite refusals for help, Emily is drawn to him—as he is to her—and what begins as a charitable cause evolves into a relationship that will grow even as the bulldozers close in.",3.105815,/sweENd2Vc0mQcKfkEzEbaLYbdZr.jpg,2017-06-23,0.0,102.0,,Hampstead,7.3,2017
0,416691,tt4126694,en,1 Night,"Thirty-something Elizabeth must decide whether to salvage her disappointing relationship with Drew. Meanwhile, Bea, a worrisome teenager, reconnects with her introverted childhood friend, Andy, at their high school prom. Past and present collide as two couples explore love over the course of one night at a hotel.",2.491879,/eQwbs4KhQMfVTPLPJnM5gTSZ5NL.jpg,2017-02-10,0.0,76.0,Love can happen at any time.,1 Night,6.2,2017
0,460822,tt6987652,en,"Oh, Hello: On Broadway","Two delusional geriatrics reveal curious pasts, share a love of tuna and welcome a surprise guest in this filming of the popular Broadway comedy show.",1.208618,/4sgAcBkhKoazB4xFwiYfWIdLMNf.jpg,2017-06-13,0.0,102.0,,"Oh, Hello: On Broadway",6.8,2017
0,457470,tt6973942,en,Site Unseen: An Emma Fielding Mystery,"Brilliant, dedicated, and driven, archaeologist Emma Fielding is trying to unearth evidence of a 17th century coastal Maine settlement that predates Jamestown, one of the most significant archaeological finds in years. But the dead body that accompanies it has embroiled Emma and her students in a different kind of exploration.",0.86016,/iqO9ITNYfTHafJ8e1Y4buZ1Vfzp.jpg,2017-06-04,0.0,90.0,,Site Unseen: An Emma Fielding Mystery,6.0,2017
0,326446,tt3899154,en,Savageland,"When a small town near the Arizona-Mexico border is wiped out overnight, suspicion falls on the lone survivor. But a roll of photos the survivor took that night tells a different story.",0.376757,/4mGst1RgMvPNlOLMyyw0cvAubXD.jpg,2017-02-24,0.0,80.0,,Savageland,6.3,2017
0,453354,tt6194530,fr,Ava,"Ava, 13, is spending the summer on the Atlantic coast when she learns that she will lose her sight
 sooner than expected. Her mother decides to act as if everything were normal so as to spend
 their best summer ever. Ava confronts the problem in her own way. She steals a big black dog that
 belongs to a young man on the run...",0.979347,/illYKi1g6tbF6AQrgTAOzrH42yk.jpg,2017-06-21,0.0,105.0,,Ava,5.7,2017
0,412105,tt5539054,en,You Get Me,"After arguing with his girlfriend, Ali, Tyler lands in the arms of sexy new girl, Holly. The next morning, he finds that not only does Ali agree to take him back, but Holly is a new student at their school and is dead set on her new man.",12.910289,/5eV0mIQqSztD3McjO22EOFlQDj1.jpg,2017-06-19,0.0,89.0,Some mistakes won't let go.,You Get Me,5.5,2017
0,430598,tt3693042,en,Grey Lady,"A Boston police officer goes to Nantucket to investigate the murder of his partner, but he finds more than he bargained for.",5.719089,/S3BRZj3FJkYSvxco7pvPCUsQYK.jpg,2017-04-28,0.0,107.0,,Grey Lady,5.0,2017
0,429200,tt4846232,en,Good Time,A bank robber tries to avoid the law closing in on him.,5.798555,/cz0egudCsfsTzwUAL03A5UzoHGT.jpg,2017-08-11,10893246.0,99.0,,Good Time,7.3,2017
2073816,412758,tt4401006,en,Eat Local,"In a quiet countryside farmhouse, Britain's vampires gather for their once-every-fifty-years meeting. Others will be joining them too; Sebastian Crockett, an unwitting Essex boy who thinks he's on a promise with sexy cougar Vanessa; and a detachment of Special Forces vampire killers who have bitten off more than they can chew. This is certainly going to be a night to remember... and for some of them it will be their last.",2.208627,/p8THP9EVfSxilWFB23vvDFrCxgk.jpg,2017-04-06,0.0,93.0,Guess Who's Coming To Dinner?,Eat Locals,6.3,2017
0,436882,tt5490310,nl,Tuintje in mijn hart,"When a mother reunites her family in Suriname for Christmas, two brothers - one living in Holland, one still in Suriname - have a hard time to get along with each other after a rumor spreads gold was found in their father's land.",0.388826,/2YFncFXckiNqzqYu4Cm9t30mdDQ.jpg,2017-03-02,0.0,0.0,,Tuintje in mijn hart,4.3,2017
0,445840,tt6597454,es,Selfie,,0.313827,/ibKctfnr3TOeW2YcSMUsGyXRgHP.jpg,2017-06-23,0.0,,,Selfie,6.0,2017
0,438081,tt6461514,zh,乘风破浪,"When a son attempts to reconcile with his father, a series of fateful events allow him to experience the father’s life in the past.",2.110254,/dp3W8r29xBaIm7bmRXOWbZAdLEJ.jpg,2017-01-28,0.0,102.0,,Duckweed,5.3,2017
0,449742,tt6712026,ta,கவண்,"A budding journalist passionate about ethical, noble, hard-hitting journalism understands the more flourishing ghetto of sensationalism &amp; news fabrication that the Entertainment TV Channel he belongs to, thrives on. When caught in a dilemma of whether to hold for a while or rise in protest, a situation forces him to make a decision that puts him out of work but… there begins his work.",1.262638,/1ro68LFHcsXdxBFCKnIV3Ez9u9l.jpg,2017-03-31,0.0,160.0,,Kavan,7.3,2017
0,453008,tt6794398,en,Hell on Earth: The Fall of Syria and the Rise of ISIS,"A look at the current state of Syria amidst war and chaos in 2017, featuring stories of survival and observations by political experts from around the world.",0.631435,/m3TVl3kAOGXEKIXK5NMoe8lAeJS.jpg,2017-06-11,0.0,99.0,,Hell on Earth: The Fall of Syria and the Rise of ISIS,8.3,2017
40000000,345914,tt4481514,en,The House,"When Scott and Kate Johansen’s daughter gets into the college of her dreams it’s cause for celebration. That is, until Scott and Kate learn that the scholarship they were counting on didn’t come through, and they’re now on the hook for tuition they can’t begin to afford. With the help of their friend and neighbor Frank also in need of a major payday they decide to open an illegal casino in his suburban house, risking everything together on a Vegas-style bacchanal where money flows, inhibitions are checked at the door, and all bets are off.",30.146847,/hkmWkVgirei79bwds23Hr0lWSXS.jpg,2017-06-29,0.0,88.0,"If you can't beat the house, be... The House",The House,5.9,2017
0,449758,tt6587094,en,Five Came Back,"The extraordinary story of how Hollywood changed World War II – and how World War II changed Hollywood, through the interwoven experiences of five legendary filmmakers who went to war to serve their country and bring the truth to the American people: John Ford, William Wyler, John Huston, Frank Capra, and George Stevens. Based on Mark Harris’ best-selling book, “Five Came Back: A Story of Hollywood and the Second World War.”",1.218882,/2XlOc0kQGK9q7Xjq77FLBllppm8.jpg,2017-03-31,0.0,195.0,They Showed The War To The World,Five Came Back,8.3,2017
0,440143,tt4132190,en,The Babymoon,"In a fragile relationship, a husband wants to impress upon his pregnant wife his seriousness in being a good father, so he whisks her away on a babymoon travel holiday to the most exotic, beautiful, Instagram -able, country imaginable, which unbeknownst to him is experiencing a political revolution!",0.456807,/iyoaSJ1jeVtvlr1YvW9zmjI1NvO.jpg,2017-02-14,0.0,99.0,There is no TripAdvisor for this adventure...,The Babymoon,5.3,2017
0,433054,tt6333088,en,Legion of Brothers,"Afghanistan, immediately post-9/11: Small teams of Green Berets arrive on a series of secret missions to overthrow the Taliban. What happens next is equal parts war origin story and cautionary tale, illuminating the nature and impact of 15 years of constant combat, with unprecedented access to U.S. Special Forces.",2.104922,/o5kOpu97HNGUGFLQuUcox1lMDu5.jpg,2017-01-21,0.0,79.0,A secret war never ends.,Legion of Brothers,5.5,2017
0,438634,tt5897636,ca,Estiu 1993,"After her mother's death, six-year-old Frida is sent to her uncle's family to live with them in the countryside. But Frida finds it hard to forget her mother and adapt to her new life.",0.60926,/vcuMFiRL1UDGVkaGKa95Wn6WBwG.jpg,2017-06-30,0.0,96.0,A new family. A new world.,Summer 1993,6.0,2017
0,436352,tt5247776,de,Rückkehr nach Montauk,"During a book tour in the United States, Max meets and falls in love with a young woman. Many years later, Max returns to the United States, hoping to reunite with his young lover.",1.737799,/i05aXilcyMGkjBizulKQSRrNstE.jpg,2017-05-11,0.0,106.0,,Return to Montauk,6.5,2017
0,373546,tt1610525,en,Chuck,A drama inspired by the life of heavyweight boxer Chuck Wepner.,7.132024,/pFi956YEfAJui0oZ8KXmJSfRd5A.jpg,2017-05-05,0.0,101.0,,Chuck,6.1,2017
0,269795,tt1131724,en,2:22,"A man's life is derailed when an ominous pattern of events repeats itself in exactly the same manner every day, ending at precisely 2:22 p.m.",37.484577,/aQkXOiMi7yBR3XwDbGBzDI2Tqnq.jpg,2017-06-29,422.0,99.0,,2:22,5.5,2017
0,398924,tt5091612,fr,Un sac de billes,"In occupied France, Maurice and Joseph, two young Jewish brothers left to their own devices demonstrate an incredible amount of cleverness, courage, and ingenuity to escape the enemy invasion and to try to reunite their family once again.",12.389862,/57C8wLEoeJ9vVqZarsfx54YEWxS.jpg,2017-01-18,0.0,110.0,Home Is Where Family Is,A Bag of Marbles,7.8,2017
0,436450,tt5946552,en,Addicted to Porn: Chasing the Cardboard Butterfly,"Like it or not, porn is here and it is harmful. In this controversial film, award-winning filmmaker Justin Hunt dissects the impact of pornography on societies around the globe, from how it affects the brain of the individual, to how modern technology leads to greater exposure to youth, to watching it literally tear a family apart. In what may well be one of the most devastating issues in modern culture, this film will break down the damage that porn is doing to us a human race and leave you thinking that it's clearly time that we start taking porn addiction a bit more seriously.",0.279521,/72Vf0T8naq5emFa5AMNMOCiGgMP.jpg,2017-02-03,0.0,0.0,,Addicted to Porn: Chasing the Cardboard Butterfly,5.0,2017
0,352494,tt4876952,en,Ripped,"Two free-spirited stoners find themselves catapulted into 2016 after smoking some top secret pot created by the CIA in 1986. With 30 years of their lives lost, these now balding and overweight friends use their uncomplicated enthusiasm to get their lives back on track and figure out the modern world.",1.100185,/x0wG7HmEM8udBzZCXu5Kl2mtUUc.jpg,2017-06-23,0.0,97.0,Time travel is a joint venture.,Ripped,5.0,2017
0,463800,tt7078926,en,Firebase,"Set during the Vietnam war, Firebase follows American soldier Hines through an ever-deepening web of science fiction madness.",2.129137,/e6qVOjp3QKHrA7k2sAbJSlDXkRM.jpg,2017-06-28,0.0,27.0,,Firebase,7.3,2017
0,462026,tt6612512,en,Edith Walks,"Edith Walks is a 60 minute 66 second feature film inspired by a walk from Waltham Abbey in Essex via Battle Abbey to St Leonards-on-Sea in East Sussex. The film documents a pilgrimage in memory of Edith Swan Neck. The 108 mile journey, as the crow flies, allows the audience to reflect upon all things Edith. A conversation in Northampton between Alan Moore, Iain Sinclair and Edith Swan Neck is also a key element to the unfolding 'story'. With images shot using digital super 8 iPhone's and sound recorded using a specially constructed music box with a boom microphone the film unfolds chronologically but in a completely unpredictable way. The numerous encounters and impromptu performances en route are proof, as if needed, that the angels of happenstance were to looking down upon the troop, with EDITH as their hallucination",0.183256,/1ExGsz7R9qJP7x54Gmpn1KsCexX.jpg,2017-06-23,0.0,60.0,,Edith Walks,0.0,2017
0,428501,tt6333056,en,City of Ghosts,"With unprecedented access, this documentary follows the extraordinary journey of “Raqqa is Being Slaughtered Silently”—a group of anonymous citizen journalists who banded together after their homeland was overtaken by ISIS—as they risk their lives to stand up against one of the greatest evils in the world today.",1.784246,/c1RxAfjPsSWV1PxuxnJM9BXMTFP.jpg,2017-07-14,0.0,90.0,Our words are stronger than their weapons.,City of Ghosts,2.0,2017
0,432615,tt6333054,en,Chasing Coral,"Coral reefs are the nursery for all life in the oceans, a remarkable ecosystem that sustains us. Yet with carbon emissions warming the seas, a phenomenon called “coral bleaching”—a sign of mass coral death—has been accelerating around the world, and the public has no idea of the scale or implication of the catastrophe silently raging underwater.",1.251518,/BbL1CHIKYIOY7wi3xEKWDxR4RK.jpg,2017-03-16,0.0,93.0,,Chasing Coral,8.7,2017
0,433067,tt5875666,en,This Is Everything: Gigi Gorgeous,"A groundbreaking film that portrays the journey of Gigi Lazzarato, a fearless woman who began life as Gregory, posting fashion videos to YouTube from his bedroom, only to later come out as a transgender female. With never-before-seen personal footage, the film spotlights a family’s unwavering love for a child.",0.343367,/uc1dV6YD8wVcxKcaIazTbuKEWUG.jpg,2017-01-24,0.0,91.0,,This Is Everything: Gigi Gorgeous,5.3,2017
0,359749,tt4372240,en,78/52,78 shots. 52 cuts. The shower scene from PSYCHO.,2.488539,/mgxvMjVTCPVu2izLJjUqgs6bDWN.jpg,2017-11-03,0.0,91.0,,78/52,0.0,2017
0,430834,tt6290202,en,Water & Power: A California Heist,"Uncovering the profiteering of the state's water barons and how they affect farmers, average citizens, and unincorporated towns throughout California.",0.225292,/4gfJUbwkByWNPlqDxuV1SvsdHKA.jpg,2017-01-23,0.0,87.0,,Water & Power: A California Heist,7.5,2017
273428,415086,tt5541848,en,What the Health,"What the Health is a ground breaking feature length documentary from the award-winning filmmakers of Cowspiracy, that follows the exciting journey of intrepid filmmaker, Kip Andersen, as he uncovers the impacts of highly processed industrial animal foods on our personal health and  greater community, and explores why leading health organizations continue to promote the industry despite countless medical studies and research showing deleterious effects of these products on our health.",7.754452,/iYbVLaNHnfyR53hOHNosUKADPJ2.jpg,2017-03-16,0.0,97.0,,What the Health,7.9,2017
0,433084,tt6333072,en,Joshua: Teenager vs. Superpower,"When the Chinese Communist Party backtracks on its promise of autonomy to Hong Kong, teenager Joshua Wong decides to save his city. Rallying thousands of kids to skip school and occupy the streets, Joshua becomes an unlikely leader in Hong Kong and one of China’s most notorious dissidents.",0.592573,/2vlRtD1ApgW49YW5qDndy16XU6Z.jpg,2017-01-20,0.0,78.0,,Joshua: Teenager vs. Superpower,6.9,2017
0,313943,tt3722614,en,Revolt,"The story of humankind's last stand against a cataclysmic alien invasion. Set in the war-ravaged African countryside, a U.S. soldier and a French foreign aid worker team up to survive the alien onslaught. Their bond will be tested as they search for refuge across a crumbling world.",8.442584,/8px66iPQEfw5CRp8DwyQp46oynE.jpg,2017-07-01,0.0,87.0,,Revolt,6.0,2017
0,455675,tt6334884,en,Hickok,"Legendary Lawman and Gunslinger Wild Bill Hickok, is tasked with taming the wildest cow-town in the West, while delivering his own brand of frontier Justice and infamous gunfighter's reputation as the fastest draw in the West is put to the test",2.747249,/nZdifMku2bcZKZCu7xyrVEU09Le.jpg,2017-07-07,0.0,88.0,,Hickok,5.0,2017
0,345916,tt4723724,en,Do You Take This Man,"When a gay couple's impending wedding hits a snag, the grooms must rely on their friends and family to see them through.",0.814903,/ddVPZgCrJisjMfqluy2yNn0M2i2.jpg,2017-07-07,0.0,92.0,,Do You Take This Man,0.0,2017
60000000,353491,tt1648190,en,The Dark Tower,"The last Gunslinger, Roland Deschain, has been locked in an eternal battle with Walter O’Dim, also known as the Man in Black, determined to prevent him from toppling the Dark Tower, which holds the universe together. With the fate of the worlds at stake, good and evil will collide in the ultimate battle as only Roland can defend the Tower from the Man in Black.",50.903593,/i9GUSgddIqrroubiLsvvMRYyRy0.jpg,2017-08-03,71000000.0,95.0,There are other worlds than these,The Dark Tower,5.7,2017
0,458335,tt3332372,pt,Soundtrack,,0.270556,/qqYrHnstbeUa7CnTNzfxMpq2vLx.jpg,2017-07-06,0.0,,,Soundtrack,0.0,2017
0,440266,tt6229252,fa,ماجرای نیمروز,"In the the tumultuous neighborhoods of Tehran, in the winding streets and alleys and displaced and confused in every little houses... Does this the rummage will be the end?",0.120478,/yrEy1JpvLXL3GLxBD79AI50j6m.jpg,2017-02-07,0.0,90.0,,Midday Event,0.0,2017
0,433630,tt3481634,en,Inconceivable,"A mother looks to escape her abusive past by moving to a new town where she befriends another mother, who grows suspicious of her.",7.91134,/ubGjD2DK6Fi4IC5xRc3aEDwVD9i.jpg,2017-06-30,0.0,105.0,,Inconceivable,6.1,2017
0,417489,tt4738174,fr,Bon Cop Bad Cop 2,Ward and Bouchard must face an important car theft ring that turns out to be a lot more than they bargained for: one where the stolen cars will serve as bombs in a well planned terrorist attack.,7.580299,/qY4RGT6Ky1Z46BWaKohTlNp9ncU.jpg,2017-05-12,0.0,0.0,"It's okay America, we've got your back.",Bon Cop Bad Cop 2,6.8,2017
15000000,460846,tt3501112,en,Security,"An ex-special services veteran, down on his luck and desperate for work, takes a job as a security guard at a run-down mall in a rough area of town. On his first night on the job, he opens the door to a distraught and desperate young girl who has fled the hijacking of a Police motorcade that was transporting her to testify as a witness in a trial. Hot on her heels is the psychopathic hijacker and his team of henchmen, who will stop at nothing to extract and eliminate the witness.",47.114366,/fG2SZwAAY4mNscLfvSiKyBxaVQy.jpg,2017-03-04,0.0,87.0,,Security,6.0,2017
0,404733,tt1935194,en,Overdrive,"Master car thieves square off against French gangsters in the South of France with money, women and lives all on the line.",24.124945,/a0hTRjis1cxwmjOuBaS7WdDG3dj.jpg,2017-06-29,0.0,93.0,,Overdrive,6.2,2017
0,348391,tt4843344,en,Speech & Debate,"Frustrated by the hypocrisy they see in their parents, teachers, and the entire school board, an unlikely trio set out to find a common truth and make their voices heard as they revive a defunct school club and take on the world.",1.506112,/x5K8dpvgb3C3GtCtQWo1PhUkXGP.jpg,2017-04-07,0.0,105.0,Life is a stage. Find your voice. Change the world.,Speech & Debate,6.3,2017
0,458506,tt5886510,en,Tour de Pharmacy,A mockumentary that chronicles the prevalence of doping in the world of professional cycling.,9.560421,/aMOR9OtWaH3v4Ui7Hq5Rx0TEFUA.jpg,2017-07-08,0.0,41.0,,Tour de Pharmacy,6.8,2017
